link,Name,Brand,fl_oz,calories,Caffeine,mg/floz,Type,pic_link
/caffeine-content/monster-absolutely-zero-energy-drink,Monster Zero Sugar,Monster,16,10,160,10,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/monster-absolutely-zero-energy-drink.jpg
/caffeine-content/moose-juice,Moose Juice Energy Drink,other,16.94,0,200,11.8,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/moose-juice.jpg
/caffeine-content/morning-thunder,Morning Thunder Tea,other,8,0,45,5.6,Tea,https://www.caffeineinformer.com/wp-content/caffeine/morning-thunder.jpg
/caffeine-content/mother-new,Mother Energy Drink,other,16.91,228,160,9.5,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/mother-new.jpg
/caffeine-content/mount-hagen-coffee,Mount Hagen Instant Coffee,other,8,0,70,8.8,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/mount-hagen-coffee.jpg
/caffeine-content/mountain-dew,Mountain Dew,Mountain Dew,12,170,54,4.5,Soda,https://www.caffeineinformer.com/wp-content/caffeine/mountain-dew.jpg
/caffeine-content/amp-energy-drink,Mountain Dew Amp,Mountain Dew,16,220,142,8.9,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/amp-energy-drink.jpg
/caffeine-content/baja-blast,Mountain Dew Baja Blast,Mountain Dew,12,170,54,4.5,Soda,https://www.caffeineinformer.com/wp-content/caffeine/baja-blast.jpg
/caffeine-content/mountain-dew-code-red,Mountain Dew Code Red,Mountain Dew,12,170,54,4.5,Soda,https://www.caffeineinformer.com/wp-content/caffeine/mountain-dew-code-red.jpg
/caffeine-content/mtn-dew-energy,Mountain Dew Energy,Mountain Dew,16,25,180,11.2,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/mtn-dew-energy.jpg
/caffeine-content/mountain-dew-game-fuel,Mountain Dew Game Fuel,Mountain Dew,16,90,90,5.6,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/mountain-dew-game-fuel.jpg
/caffeine-content/mountain-dew-kick-start,Mountain Dew Kickstart,Mountain Dew,16,80,90,5.6,Soda,https://www.caffeineinformer.com/wp-content/caffeine/mountain-dew-kick-start.jpg
/caffeine-content/mountain-dew-live-wire,Mountain Dew Live Wire,Mountain Dew,12,180,54,4.5,Soda,https://www.caffeineinformer.com/wp-content/caffeine/mountain-dew-live-wire.jpg
/caffeine-content/mountain-dew-major-mellon,Mountain Dew Major Melon,Mountain Dew,12,160,55,4.6,Soda,https://www.caffeineinformer.com/wp-content/caffeine/mountain-dew-major-mellon.jpg
/caffeine-content/mountain-dew-spark,Mountain Dew Spark,Mountain Dew,12,170,46,3.8,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/mountain-dew-spark.jpg
/caffeine-content/mountain-dew-voltage,Mountain Dew Voltage,Mountain Dew,12,170,55,4.6,Soda,https://www.caffeineinformer.com/wp-content/caffeine/mountain-dew-voltage.jpg
/caffeine-content/mountain-dew-zero-sugar,Mountain Dew Zero Sugar,Mountain Dew,12,0,68,5.7,Soda,https://www.caffeineinformer.com/wp-content/caffeine/mountain-dew-zero-sugar.jpg
/caffeine-content/moxie-soda,Moxie Soda,,12,140,24,2,Soda,https://www.caffeineinformer.com/wp-content/caffeine/moxie-soda.jpg
/caffeine-content/mucho-mango-arizona,Mucho Mango Energy Drink,,8,100,0,0,Soda,https://www.caffeineinformer.com/wp-content/caffeine/mucho-mango-arizona.jpg
/caffeine-content/mug-root-beer,Mug Root Beer,,12,160,0,0,Soda,https://www.caffeineinformer.com/wp-content/caffeine/mug-root-beer.jpg
/caffeine-content/muscle-milk-coffee,Muscle Milk Coffee House,,11,130,120,10.9,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/muscle-milk-coffee.jpg
/caffeine-content/muscle-monster-energy-drink,Muscle Monster,,15,180,157,10.5,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/muscle-monster-energy-drink.jpg
/caffeine-content/mushroom-coffee,Mushroom Coffee,,8,10,50,6.2,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/mushroom-coffee.jpg
/caffeine-content/nerd-energy-drink,Nerd Focus,,12,170,128,10.7,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/nerd-energy-drink.jpg
/caffeine-content/nestle-3-1,Nescafe 3 in 1 Instant Coffee,Nestlé,6,74,50,8.3,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/nestle-3-1.jpg
/caffeine-content/nescafe-dolce-gusto,Nescafe Dolce Gusto,Nestlé,8,0,106,13.2,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/nescafe-dolce-gusto.jpg
/caffeine-content/nescafe-gold-instant-coffee,Nescafe Gold,Nestlé,8.46,0,66,7.8,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/nescafe-gold-instant-coffee.jpg
/caffeine-content/nescafe-ice-java,Nescafe Ice Java,Nestlé,8,50,100,12.5,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/nescafe-ice-java.jpg
/caffeine-content/nescafe-ricoffy,Nescafe Ricoffy,Nestlé,8,10,6,0.8,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/nescafe-ricoffy.jpg
/caffeine-content/nespresso-coffee-capsules,Nespresso Coffee Capsules,Nestlé,1.35,0,60,44.4,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/nespresso-coffee-capsules.jpg
/caffeine-content/nestea-iced-tea,Nestea Iced Tea,Nestlé,16.9,160,23,1.4,Tea,https://www.caffeineinformer.com/wp-content/caffeine/nestea-iced-tea.jpg
/caffeine-content/nestle-milo,Nestle Milo,Nestlé,8,80,4,0.4,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/nestle-milo.jpg
/caffeine-content/neu-energy-shot,Neu Nootropic Shot,,2,0,350,175,Energy Shot,https://www.caffeineinformer.com/wp-content/caffeine/neu-energy-shot.jpg
/caffeine-content/neurosonic,Neuro Sonic,,14.5,35,100,6.9,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/neurosonic.jpg
/caffeine-content/nocco,NOCCO Energy Drink (EU),,11.17,0,180,16.1,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/nocco.jpg
/caffeine-content/noocaf,Noocaf Smart Coffee,,8,0,160,20,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/noocaf.jpg
/caffeine-content/nos-energy-drink,NOS Energy Drink,,16,200,160,10,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/nos-energy-drink.jpg
/caffeine-content/nutramint,Nutramint Smart Serum,,2,45,200,100,Energy Shot,https://www.caffeineinformer.com/wp-content/caffeine/nutramint.jpg
/caffeine-content/nuun-energy-tabs,Nuun Sport,,16,15,40,2.5,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/nuun-energy-tabs.jpg
/caffeine-content/oca-plant-based-energy-drink,OCA Energy Drink,,12,60,120,10,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/oca-plant-based-energy-drink.jpg
/caffeine-content/ocean-spray-brew,Ocean Spray Brew,,8,30,40,5,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/ocean-spray-brew.jpg
/caffeine-content/octane-energy-drink,Octane Energy Drink Mix,,12,25,225,18.8,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/octane-energy-drink.jpg
/caffeine-content/oi-ocha-green-tea,Oi Ocha Green Tea,,16.9,5,60,3.6,Tea,https://www.caffeineinformer.com/wp-content/caffeine/oi-ocha-green-tea.jpg
/caffeine-content/oikos-caffeinated-yogurt-drink,Oikos Pro Fuel,,10,130,100,10,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/oikos-caffeinated-yogurt-drink.jpg
/caffeine-content/ok-energy-drink,OK Energy Drink,,8.45,113,80,9.5,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/ok-energy-drink.jpg
/caffeine-content/oli-pop-vintage-cola,OLIPOP Vintage Cola,,12,35,50,4.2,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/oli-pop-vintage-cola.jpg
/caffeine-content/orange-crush,Orange Crush,,12,160,0,0,Soda,https://www.caffeineinformer.com/wp-content/caffeine/orange-crush.jpg
/caffeine-content/oregon-chai,Oregon Chai Tea,,6,130,45,7.5,Tea,https://www.caffeineinformer.com/wp-content/caffeine/oregon-chai.jpg
/caffeine-content/pacific-chai,Pacific Chai,,6,90,29,4.8,Tea,https://www.caffeineinformer.com/wp-content/caffeine/pacific-chai.jpg
/caffeine-content/panera-bread-coffee,Panera Bread Coffee,,16,15,189,11.8,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/panera-bread-coffee.jpg
/caffeine-content/charged-lemonade,Panera Charged Lemonade,,30,280,390,13,Soda,https://www.caffeineinformer.com/wp-content/caffeine/charged-lemonade.jpg
/caffeine-content/presidents-choice-cola,PC Cola,,12,150,12,1,Soda,https://www.caffeineinformer.com/wp-content/caffeine/presidents-choice-cola.jpg
/caffeine-content/diet-presidents-choice-cola,PC Cola Diet,,12,0,13,1.1,Soda,https://www.caffeineinformer.com/wp-content/caffeine/diet-presidents-choice-cola.jpg
/caffeine-content/peace-tea,Peace Tea,,23,150,23,1,Tea,https://www.caffeineinformer.com/wp-content/caffeine/peace-tea.jpg
/caffeine-content/peets-brewed-coffee,Peet's Brewed Coffee,Peet's,16,5,267,16.7,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/peets-brewed-coffee.jpg
/caffeine-content/peets-americano,Peet's Caffe Americano,Peet's,16,10,140,8.8,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/peets-americano.jpg
/caffeine-content/peets-latte,Peet's Caffe Latte,Peet's,16,190,140,8.8,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/peets-latte.jpg
/caffeine-content/peets-mocha,Peet's Caffe Mocha,Peet's,16,390,165,10.3,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/peets-mocha.jpg
/caffeine-content/peets-cappuccino,Peet's Cappuccino,Peet's,16,140,140,8.8,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/peets-cappuccino.jpg
/caffeine-content/peets,Peet's Coffee Espresso,Peet's,1.5,0,70,46.7,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/peets.jpg
/caffeine-content/peets-decaf,Peet's Decaf Espresso,Peet's,1.5,0,10,6.7,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/peets-decaf.jpg
/caffeine-content/peets-iced-coffee,Peet's Iced Coffee,Peet's,16,0,150,9.4,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/peets-iced-coffee.jpg
/caffeine-content/peets-iced-latte,Peet's Iced Latte,Peet's,16,120,140,8.8,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/peets-iced-latte.jpg
/caffeine-content/peets-iced-mocha,Peet's Iced Mocha,Peet's,16,310,165,10.3,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/peets-iced-mocha.jpg
/caffeine-content/pep-talk-caffeinated-soda-water,Pep Talk Sparkling Water,,12,0,55,4.6,Water,https://www.caffeineinformer.com/wp-content/caffeine/pep-talk-caffeinated-soda-water.jpg
/caffeine-content/pepsi-cola,Pepsi,Pepsi,12,150,38,3.2,Soda,https://www.caffeineinformer.com/wp-content/caffeine/pepsi-cola.jpg
/caffeine-content/pepsi-free,Pepsi Caffeine Free,Pepsi,12,150,0,0,Soda,https://www.caffeineinformer.com/wp-content/caffeine/pepsi-free.jpg
/caffeine-content/pepsi-throwback,Pepsi Made With Sugar,Pepsi,12,150,38,3.2,Soda,https://www.caffeineinformer.com/wp-content/caffeine/pepsi-throwback.jpg
/caffeine-content/uk-pepsi-max,Pepsi Max (UK),Pepsi,11.16,0,43,3.8,Soda,https://www.caffeineinformer.com/wp-content/caffeine/uk-pepsi-max.jpg
/caffeine-content/pepsi-max,Pepsi Zero Sugar ,Pepsi,12,0,38,3.2,Soda,https://www.caffeineinformer.com/wp-content/caffeine/pepsi-max.jpg
/caffeine-content/performance-energy-shot,Performance Caffeine ,,2,0,180,90,Energy Shot,https://www.caffeineinformer.com/wp-content/caffeine/performance-energy-shot.jpg
/caffeine-content/endurelite-performelite,PerformElite Pre-Workout ,,8,0,225,28.1,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/endurelite-performelite.jpg
/caffeine-content/perk-energy,Perk Energy Beverage,,8,90,100,12.5,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/perk-energy.jpg
/caffeine-content/perrier-energize,Perrier Energize,,8.46,35,99,11.7,Water,https://www.caffeineinformer.com/wp-content/caffeine/perrier-energize.jpg
/caffeine-content/perrier,Perrier Sparkling Water,,11.15,0,0,0,Water,https://www.caffeineinformer.com/wp-content/caffeine/perrier.jpg
/caffeine-content/pg-tips-tea,PG Tips Black Tea,,6.78,0,50,7.4,Tea,https://www.caffeineinformer.com/wp-content/caffeine/pg-tips-tea.jpg
/caffeine-content/phocus-caffeinated-sparkling-water,Phocus Sparkling Water,,11.5,0,75,6.5,Water,https://www.caffeineinformer.com/wp-content/caffeine/phocus-caffeinated-sparkling-water.jpg
/caffeine-content/phoenix-energy-shot,Phoenix Energy Shot,,2,0,280,140,Energy Shot,https://www.caffeineinformer.com/wp-content/caffeine/phoenix-energy-shot.jpg
/caffeine-content/pibb-xtra,Pibb Xtra,,12,140,40,3.3,Soda,https://www.caffeineinformer.com/wp-content/caffeine/pibb-xtra.jpg
/caffeine-content/poland-spring-energy-water,Poland Spring Sparkling Energy Water,,11.5,35,75,6.5,Water,https://www.caffeineinformer.com/wp-content/caffeine/poland-spring-energy-water.jpg
/caffeine-content/polar-frost,Polar Frost Plus Energy,,17,10,67,3.9,Water,https://www.caffeineinformer.com/wp-content/caffeine/polar-frost.jpg
/caffeine-content/polar-seltzer,Polar Seltzer Water,,12,0,0,0,Water,https://www.caffeineinformer.com/wp-content/caffeine/polar-seltzer.jpg
/caffeine-content/power-horse-energy-drink,Power Horse Energy Drink (EU),,8.45,125,80,9.5,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/power-horse-energy-drink.jpg
/caffeine-content/premier-protein-latte,Premier Protein Cafe Latte,,11.5,160,120,10.4,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/premier-protein-latte.jpg
/caffeine-content/premium-cola,Premium Cola (EU),,11.16,132,83,7.4,Soda,https://www.caffeineinformer.com/wp-content/caffeine/premium-cola.jpg
/caffeine-content/prime-energy-drink,Prime Energy Drink,,12,10,200,16.7,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/prime-energy-drink.jpg
/caffeine-content/private-selection-espresso-drinks,Private Selection Canned Espresso,,15,230,145,9.7,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/private-selection-espresso-drinks.jpg
/caffeine-content/propel-zero,Propel Zero Powder,,16,0,0,0,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/propel-zero.jpg
/caffeine-content/proper-wild-shot,Proper Wild Energy Shot,,2.5,25,180,72,Energy Shot,https://www.caffeineinformer.com/wp-content/caffeine/proper-wild-shot.jpg
/caffeine-content/protein2o-energy,Protein2O + Energy,,16.91,70,125,7.4,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/protein2o-energy.jpg
/caffeine-content/pure-boost,Pure Boost Energy Drink Mix,,16,25,100,6.2,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/pure-boost.jpg
/caffeine-content/pure-coffein,Pure Cofain 699 (EU),,8.46,148,175,20.7,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/pure-coffein.jpg
/caffeine-content/pure-kick-energy-drink,Pure Kick Energy Drink Mix,,16.9,10,80,4.7,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/pure-kick-energy-drink.jpg
/caffeine-content/pure-leaf-iced-tea,Pure Leaf Iced Tea,,18.5,160,69,3.7,Tea,https://www.caffeineinformer.com/wp-content/caffeine/pure-leaf-iced-tea.jpg
/caffeine-content/purity-coffee,Purity Coffee,,8,0,163,20.4,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/purity-coffee.jpg
/caffeine-content/quake-energy-slurpee,Quake Energy Berry Blast Slurpee,,16,5,92,5.8,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/quake-energy-slurpee.jpg
/caffeine-content/quake-7-eleven,Quake Energy Drink,,16,0,250,15.6,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/quake-7-eleven.jpg
/caffeine-content/rambler-energy-drink,Rambler Energy Drink,,16,60,120,7.5,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/rambler-energy-drink.jpg
/caffeine-content/raze-energy-drink,Raze Energy Drink,,16,0,300,18.8,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/raze-energy-drink.jpg
/caffeine-content/royal-crown-cola,RC (Royal Crown) Cola,,12,160,43,3.6,Soda,https://www.caffeineinformer.com/wp-content/caffeine/royal-crown-cola.jpg
/caffeine-content/red-bull,Red Bull,Red Bull,8.46,117,80,9.5,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/red-bull.jpg
/caffeine-content/red-bull-editions,Red Bull Editions,Red Bull,8.46,113,80,9.5,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/red-bull-editions.jpg
/caffeine-content/red-bull-cola,Red Bull Simply Cola,Red Bull,8.46,0,32,3.8,Soda,https://www.caffeineinformer.com/wp-content/caffeine/red-bull-cola.jpg
/caffeine-content/sugar-free-red-bull,Red Bull Sugarfree,Red Bull,8.46,10,80,9.5,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/sugar-free-red-bull.jpg
/caffeine-content/red-bull-total-zero,Red Bull Zero,Red Bull,8.46,0,80,9.5,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/red-bull-total-zero.jpg
/caffeine-content/red-devil-energy-drink,Red Devil Energy Drink,,16,0,160,10,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/red-devil-energy-drink.jpg
/caffeine-content/red-eye-energy-drink,Red Eye Energy Drink,,11.1,149,106,9.5,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/red-eye-energy-drink.jpg
/caffeine-content/red-elixir,Red Power Elixir,,12,160,160,13.3,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/red-elixir.jpg
/caffeine-content/aldi-red-thunder,Red Thunder Energy Drink,,12,156,120,10,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/aldi-red-thunder.jpg
/caffeine-content/red-thunder-shot-aldi,Red Thunder Energy Shot,,2,0,138,69,Energy Shot,https://www.caffeineinformer.com/wp-content/caffeine/red-thunder-shot-aldi.jpg
/caffeine-content/red-thunder-shot-extra,Red Thunder Extra Strength,,2,0,230,115,Energy Shot,https://www.caffeineinformer.com/wp-content/caffeine/red-thunder-shot-extra.jpg
/caffeine-content/redline-power-rush,Redline Max 300,,2.5,0,300,120,Energy Shot,https://www.caffeineinformer.com/wp-content/caffeine/redline-power-rush.jpg
/caffeine-content/redline-princess,Redline Princess,,8,0,300,37.5,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/redline-princess.jpg
/caffeine-content/redline-xtreme-drink,Redline Xtreme Energy Drink,,8,0,316,39.5,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/redline-xtreme-drink.jpg
/caffeine-content/redline-xtreme-energy-shot,Redline Xtreme Shot,,3,5,300,100,Energy Shot,https://www.caffeineinformer.com/wp-content/caffeine/redline-xtreme-energy-shot.jpg
/caffeine-content/reeds-ginger-energy-shot,Reed's Ginger Energize Shot,,2,24,100,50,Energy Shot,https://www.caffeineinformer.com/wp-content/caffeine/reeds-ginger-energy-shot.jpg
/caffeine-content/reign-storm,Reign Storm,,12,10,200,16.7,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/reign-storm.jpg
/caffeine-content/reign-energy-drink,Reign Total Body Fuel,,16,10,300,18.8,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/reign-energy-drink.jpg
/caffeine-content/revv-coffee,Revv Coffee Pods,,8,0,127,15.9,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/revv-coffee.jpg
/caffeine-content/rip-it-energy-drink,Rip It Energy Drink,,16,260,160,10,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/rip-it-energy-drink.jpg
/caffeine-content/rip-it-energy-shot,Rip It Energy Shot,,2,0,120,60,Energy Shot,https://www.caffeineinformer.com/wp-content/caffeine/rip-it-energy-shot.jpg
/caffeine-content/ritz-cola,Ritz Cola,,12,144,10,0.9,Soda,https://www.caffeineinformer.com/wp-content/caffeine/ritz-cola.jpg
/caffeine-content/roaring-lion-energy-drink,Roaring Lion Energy Drink,,8,100,77,9.6,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/roaring-lion-energy-drink.jpg
/caffeine-content/robusta-coffee,Robusta Coffee,,8,0,265,33.1,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/robusta-coffee.jpg
/caffeine-content/rockstar-boom-energy-drink,Rockstar Boom,,16,280,160,10,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/rockstar-boom-energy-drink.jpg
/caffeine-content/rockstar,Rockstar Energy Drink (Original),,16,250,160,10,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/rockstar.jpg
/caffeine-content/rockstar-halo-infinite-energy-drink,Rockstar Halo Infinite,,16,250,240,15,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/rockstar-halo-infinite-energy-drink.jpg
/caffeine-content/rockstar-juiced,Rockstar Juiced,,16,30,170,10.6,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/rockstar-juiced.jpg
/caffeine-content/rockstar-organic,Rockstar Organic Energy Drink,,15,180,160,10.7,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/rockstar-organic.jpg
/caffeine-content/rockstar-citrus-punched,Rockstar Punched,,16,260,240,15,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/rockstar-citrus-punched.jpg
/caffeine-content/rockstar-pure-zero,Rockstar Pure Zero,,16,20,240,15,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/rockstar-pure-zero.jpg
/caffeine-content/rockstar-recovery-energy-hydration,Rockstar Recovery,,16,25,160,10,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/rockstar-recovery-energy-hydration.jpg
/caffeine-content/rockstar-sugar-free,Rockstar Sugar Free,,16,25,160,10,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/rockstar-sugar-free.jpg
/caffeine-content/rockstar-thermo-energy-drink,Rockstar Thermo ,,16,0,300,18.8,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/rockstar-thermo-energy-drink.jpg
/caffeine-content/rockstar-unplugged,Rockstar Unplugged,,8,0,80,10,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/rockstar-unplugged.jpg
/caffeine-content/rockstar-xdurance-energy-drink,Rockstar XDurance,,16,10,300,18.8,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/rockstar-xdurance-energy-drink.jpg
/caffeine-content/rockstar-zero-carb,Rockstar Zero Carb,,16,25,240,15,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/rockstar-zero-carb.jpg
/caffeine-content/rogue-energy-drink,Rogue Energy Drink,,16,5,200,12.5,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/rogue-energy-drink.jpg
/caffeine-content/rogue-energy-drink-mix,Rogue Energy Drink Mix,,16,5,175,10.9,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/rogue-energy-drink-mix.jpg
/caffeine-content/rootjack-caffeinated-pirate-root-beer,RootJack Caffeinated Pirate Root Beer,,12,200,120,10,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/rootjack-caffeinated-pirate-root-beer.jpg
/caffeine-content/rowdy-energy-drink,Rowdy Energy Drink,,16,5,160,10,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/rowdy-energy-drink.jpg
/caffeine-content/ruby-red-squirt,Ruby Red Squirt,,12,170,39,3.2,Soda,https://www.caffeineinformer.com/wp-content/caffeine/ruby-red-squirt.jpg
/caffeine-content/runa-clean-energy-drink,Runa,,12,0,150,12.5,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/runa-clean-energy-drink.jpg
/caffeine-content/rush-energy,Rush! Energy Drink,,8.3,120,80,9.6,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/rush-energy.jpg
/caffeine-content/ryse-fuel,Ryse Fuel,,16,0,200,12.5,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/ryse-fuel.jpg
/caffeine-content/amazon-energy-drink,Sambazon Amazon Energy Drink,,12,120,120,10,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/amazon-energy-drink.jpg
/caffeine-content/sarsaparilla,Sarsaparilla,,12,170,0,0,Soda,https://www.caffeineinformer.com/wp-content/caffeine/sarsaparilla.jpg
/caffeine-content/scheckters-organic-energy-energy,Scheckters Energy Drink,,8.46,78,80,9.5,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/scheckters-organic-energy-energy.jpg
/caffeine-content/screamin-energy-shot,Screamin Energy Max Hit,,0.61,40,185,303.3,Energy Shot,https://www.caffeineinformer.com/wp-content/caffeine/screamin-energy-shot.jpg
/caffeine-content/seattles-best-coffee,Seattle's Best Brewed Coffee,,12,10,260,21.7,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/seattles-best-coffee.jpg
/caffeine-content/sencha-shot,Sencha Green Tea Shot,,6.4,0,40,6.2,Tea,https://www.caffeineinformer.com/wp-content/caffeine/sencha-shot.jpg
/caffeine-content/shasta-cola,Shasta Cola,,12,170,43,3.6,Soda,https://www.caffeineinformer.com/wp-content/caffeine/shasta-cola.jpg
/caffeine-content/shasta-diet-cola,Shasta Diet Cola,,12,0,47,3.9,Soda,https://www.caffeineinformer.com/wp-content/caffeine/shasta-diet-cola.jpg
/caffeine-content/mountain-rush-shasta,Shasta Mountain Rush,,12,150,54,4.5,Soda,https://www.caffeineinformer.com/wp-content/caffeine/mountain-rush-shasta.jpg
/caffeine-content/ski-soda,Ski Soda,,12,180,69,5.8,Soda,https://www.caffeineinformer.com/wp-content/caffeine/ski-soda.jpg
/caffeine-content/slammers-energy-drink,Slammers Energy Drink (EU),,8.46,122,80,9.5,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/slammers-energy-drink.jpg
/caffeine-content/slim-fast-cappuccino,SlimFast Shake - Cappuccino,,11,180,100,9.1,Coffee,https://www.caffeineinformer.com/wp-content/caffeine/slim-fast-cappuccino.jpg
/caffeine-content/slurpee-frozen-drinks,Slurpee,,12,90,30,2.5,Soda,https://www.caffeineinformer.com/wp-content/caffeine/slurpee-frozen-drinks.jpg
/caffeine-content/snapple-tea,Snapple Tea,,16,150,37,2.3,Tea,https://www.caffeineinformer.com/wp-content/caffeine/snapple-tea.jpg
/caffeine-content/sneak-mix,Sneak Energy Drink Mix,,16,12,150,9.4,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/sneak-mix.jpg
/caffeine-content/sobe-energy-citrus,SoBe Energy Citrus,,20,250,81,4,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/sobe-energy-citrus.jpg
/caffeine-content/sobe-green-tea,SoBe Green Tea,,20,200,7,0.3,Tea,https://www.caffeineinformer.com/wp-content/caffeine/sobe-green-tea.jpg
/caffeine-content/soda-stream,Soda Stream,,8,40,31,3.9,Soda,https://www.caffeineinformer.com/wp-content/caffeine/soda-stream.jpg
/caffeine-content/solimo-energy-drink,Solimo Energy Drink,,16,10,152,9.5,Energy Drink,https://www.caffeineinformer.com/wp-content/caffeine/solimo-energy-drink.jpg
